t / s	&j / arb.u.
6,38	-2,40
6,43	0,40
6,48	2,92
6,53	5,26
6,58	7,34
6,63	9,16
6,68	10,59
6,73	11,68
6,78	12,41
6,83	12,86
6,88	12,92
6,93	12,90
6,98	12,40
7,03	11,66
7,08	10,67
7,13	9,49
7,18	8,08
7,23	6,60
7,28	4,98
7,33	3,42
7,38	1,84
7,43	0,31
7,48	-1,20
7,53	-2,56
7,58	-3,83
7,63	-4,86
7,68	-5,80
7,73	-6,53
7,78	-7,13
7,83	-7,49
7,88	-7,72
7,93	-7,77
7,98	-7,74
8,03	-7,44
8,08	-7,00
8,13	-6,41
8,18	-5,76
8,23	-4,99
8,28	-4,28
8,33	-3,45
8,38	-2,62
8,43	-1,79
8,48	-0,98
8,53	-0,23
8,58	0,48
8,63	1,13
8,68	1,66
8,73	2,13
8,78	2,49
8,83	2,76
8,88	2,93
8,93	3,02
8,98	3,02
9,03	3,02
9,08	2,92
9,13	2,69
9,18	2,39
9,23	2,05
9,28	1,69
9,33	1,27
9,38	0,87
9,43	0,42
9,48	0,01
9,53	-0,40
9,58	-0,75
9,63	-1,12
9,68	-1,42
9,73	-1,70
9,78	-1,91
9,83	-2,11
9,88	-2,23
9,93	-2,33
9,98	-2,37
10,03	-2,39
10,08	-2,37
10,13	-2,38
10,18	-2,25
10,23	-2,13
10,28	-1,93
10,33	-1,76
10,38	-1,55
10,43	-1,37
10,48	-1,12
10,53	-0,95
10,58	-0,74
10,63	-0,58
10,68	-0,41
10,73	-0,29
10,78	-0,13
10,83	-0,07
10,88	0,04
10,93	0,08
10,98	0,12
11,03	0,09
11,08	0,12
11,13	0,09
11,18	0,12
11,23	0,08
11,28	0,12
11,33	0,01
11,38	-0,04
11,43	-0,16
11,48	-0,21
11,53	-0,33
11,58	-0,38
11,63	-0,50
11,68	-0,54
11,73	-0,64
11,78	-0,66
11,83	-0,75
11,88	-0,74
11,93	-0,82
11,98	-0,79
12,03	-0,88
12,08	-0,84
12,13	-0,88
12,18	-0,84
12,23	-0,87
12,28	-0,84
12,33	-0,87
12,38	-0,85
12,43	-0,88
12,48	-0,82
12,53	-0,83
12,58	-0,76
12,63	-0,75
12,68	-0,72
12,73	-0,72
12,78	-0,66
12,83	-0,69
12,88	-0,66
12,93	-0,66
12,98	-0,60
13,03	-0,64
13,08	-0,60
13,13	-0,64
13,18	-0,61
13,23	-0,64
13,28	-0,60
13,33	-0,64
13,38	-0,60
13,43	-0,64
13,48	-0,61
13,53	-0,63
13,58	-0,60
13,63	-0,64
13,68	-0,60
13,73	-0,64
13,78	-0,60
13,83	-0,64
13,88	-0,60
13,93	-0,64
13,98	-0,60
14,03	-0,64
14,08	-0,61
14,13	-0,64
14,18	-0,61
14,23	-0,64
14,28	-0,60
14,33	-0,64
14,38	-0,61
14,43	-0,64
14,48	-0,61
14,53	-0,64
14,58	-0,60
14,63	-0,65
14,68	-0,61
14,73	-0,64
14,78	-0,61
14,83	-0,64
14,88	-0,60
14,93	-0,64
14,98	-0,60
15,03	-0,64
15,08	-0,60
15,13	-0,64
15,18	-0,60
15,23	-0,64
15,28	-0,61
15,33	-0,64
15,38	-0,61
15,43	-0,64
15,48	-0,61
15,53	-0,64
15,58	-0,60
15,63	-0,64
15,68	-0,60
15,73	-0,64
15,78	-0,61
15,83	-0,64
15,88	-0,61
15,93	-0,63
